351, 14.402778
352, 14.406389
353, 14.409167
354, 14.411111
355, 14.411944
356, 14.411944
357, 14.411111
358, 14.409444
359, 14.406667
360, 14.403056
361, 14.398889
362, 14.393611
363, 14.387500
364, 14.380556
365, 14.372500
